Datetime,mhw_days,mhw_peak_intensity,mhw_cum_intensity,anomaly_mean
2011-09-01,7,0.30004362727272493,0.8659591454545428,0.20562394727272762
2011-10-01,8,0.2292050363636342,0.8475197090909177,0.15023114076246377
2011-11-01,2,0.1925706090909074,0.26303240909090775,-0.08136320606060643
2011-12-01,9,0.2783974272727292,0.9440736272727364,0.7533379128054737
2012-01-01,11,0.14036581363636458,0.4204989272727264,0.38511965342131
2012-02-01,0,0.034571295454547624,0.0855318545454562,0.5115600390282132
2012-03-01,5,0.45470152727272506,1.4363374272727292,0.38852610381231695
2012-04-01,8,0.19450539999999883,0.5415409409090888,-0.1377787030303029
2012-05-01,0,0.0,0.0,-0.9867612016129031
2012-06-01,0,0.0,0.0,-0.19326271181818142
2012-07-01,0,0.0,0.0,-0.18045879501466314
2012-08-01,10,0.20423351818181956,0.8023112909090955,0.7062990665689147
2012-09-01,8,0.2654878000000025,0.6192402909090902,0.19684797181818184
2012-10-01,6,0.1635780000000011,0.46047299090909277,0.4223610598240471
2012-11-01,0,0.05892612727272706,0.08046110909090842,0.17989055272727264
2012-12-01,0,0.0,0.0,-0.28196943665689156
2013-01-01,0,0.0,0.0,-0.4194367336754642
2013-02-01,0,0.0,0.0,-0.7183324340909092
2013-03-01,0,0.0,0.0,-0.48019793093841606
2013-04-01,5,0.726807063636361,1.3745374727272726,0.07211056636363604
2013-05-01,0,0.0,0.0,-0.572858210703812
2013-06-01,0,0.0,0.0,-1.5574313648484845
2013-07-01,0,0.0,0.0,-0.6487174630498538
2013-08-01,0,0.0,0.0,-0.05027574516129053
2013-09-01,0,0.0,0.0,-0.5420789860606061
2013-10-01,0,0.0,0.0,-0.6406594721407626
2013-11-01,8,0.10332230909090967,0.2905702454545427,0.5246839606060605
2013-12-01,0,0.0,0.0,0.10181218699902242
2014-01-01,7,0.49590222272727225,1.6026409045454546,0.3710210889051811
2014-02-01,8,0.20487907272727313,0.6214173863636354,0.39212578019480526
2014-03-01,31,0.870155290909091,13.933163386363638,1.0886649400293258
2014-04-01,18,0.8377114818181823,4.912379695454554,0.8440681663636362
2014-05-01,0,0.0,0.0,-0.35727095263929604
2014-06-01,6,0.9136129363636343,2.549671254545455,-0.2072324981818184
2014-07-01,0,0.0,0.0,-0.8642824953079185
2014-08-01,0,0.0,0.0,-0.7862480677419357
2014-09-01,8,0.21738776363636347,1.046833563636369,0.014885280606060885
2014-10-01,31,1.4701304999999998,18.58070423636364,1.2353865601173022
2014-11-01,28,0.5067009999999996,4.620013400000008,0.9970460606060606
2014-12-01,29,0.8983849636363672,14.450200318181828,1.3859740095796673
2015-01-01,31,1.1455630090909104,22.667150990909086,1.4828969437438906
2015-02-01,10,0.6657571409090917,2.825793704545452,0.49979915519480517
2015-03-01,15,0.6019769272727267,3.993877013636359,0.5860538755131969
2015-04-01,7,0.6383805818181791,1.8635742272727214,0.471076616363636
2015-05-01,5,0.2086155272727268,0.47111613636363714,0.29523711187683355
2015-06-01,9,1.0105387909090915,5.388790081818186,0.7557621018181818
2015-07-01,26,1.643218272727271,27.262218381818187,2.132451827272727
2015-08-01,11,0.8064552727272769,3.4874815454545605,0.5437794161290318
2015-09-01,0,0.0,0.0,0.0630424806060604
2015-10-01,0,0.0,0.0,-0.5233795366568912
2015-11-01,0,0.0,0.0,0.23740512727272728
2015-12-01,0,0.0,0.0,0.08966373538611902
2016-01-01,0,0.09779662272727307,0.18408909999999956,0.23981063729227775
2016-02-01,0,0.0,0.0,-0.1353626506269593
2016-03-01,17,0.3407958090909098,2.110515668181826,0.564598652199414
2016-04-01,20,0.30451858181817926,1.8361917863636368,0.642168446969697
2016-05-01,0,0.0,0.0,-0.4141504274193546
2016-06-01,0,0.0,0.0,-1.1267831118181812
2016-07-01,0,0.02449670000000026,0.02449670000000026,-0.5299148272727279
2016-08-01,0,0.0,0.0,-0.2870391914956011
2016-09-01,24,0.5592465818181793,2.549974654545448,0.5946240718181818
2016-10-01,2,0.0,0.0,0.2862424469208215
2016-11-01,2,0.19779966363636348,0.338940272727271,0.32393681939393915
2016-12-01,17,0.41231456363636454,2.586840772727278,0.6296809665689146
2017-01-01,29,1.02929465909091,15.020172690909096,1.1775280405180844
2017-02-01,0,0.0345876818181825,0.0345876818181825,0.09034838733766236
2017-03-01,26,0.6989517727272734,9.610627377272731,0.921360698093842
2017-04-01,22,1.3557349727272712,18.059315259090916,1.2368548996969697
2017-05-01,2,0.10595748181818365,0.20586440000000295,0.15527701510263967
2017-06-01,30,1.3443581363636383,16.54901938181819,1.8109223351515156
2017-07-01,0,0.0,0.0,0.21206160146627542
2017-08-01,10,0.6692104000000043,3.4810408909090995,0.5921115451612902
2017-09-01,0,0.0,0.0,-0.7291759193939396
2017-10-01,0,0.0,0.0,-0.2823619560117301
2017-11-01,0,0.0,0.0,-0.2292483727272731
2017-12-01,0,0.0,0.0,-0.9624722323558167
2018-01-01,0,0.0,0.0,-0.7241299917399802
2018-02-01,0,0.0,0.0,0.07954260162337652
2018-03-01,0,0.0,0.0,-0.1411258341642227
2018-04-01,11,2.1394215090909086,13.830721636363632,0.7127535496969696
2018-05-01,16,0.7040958363636385,4.733629318181826,0.8795530473607042
2018-06-01,7,0.09101564545454366,0.3350831727272663,0.5351930351515154
2018-07-01,1,0.1346892727272717,0.20602780909090512,0.9082572466275656
2018-08-01,27,1.5714979363636346,16.393315518181836,1.8188645774193548
2018-09-01,22,1.458575981818182,20.448451036363632,1.1870801806060607
2018-10-01,29,0.7445215000000012,9.692636545454551,0.9369931730205279
2018-11-01,14,0.6913496090909099,3.5011061454545533,0.9327662939393941
2018-12-01,18,0.7550675818181816,6.622061863636375,0.8327316869990222
2019-01-01,30,0.8853095090909076,14.407823818181825,1.1619617340664716
2019-02-01,15,0.5766817,4.110716763636365,0.5033583694805194
2019-03-01,28,0.7630364909090925,5.190267018181817,0.7713339722873903
2019-04-01,2,0.0,0.0,0.15994123303030292
2019-05-01,0,0.0,0.0,-1.5756603719941342
2019-06-01,3,0.7078950909090906,1.2691399909090997,0.34028083515151525
2019-07-01,16,1.7435065272727215,15.91192692727273,1.4301428272727268
2019-08-01,11,0.8002175363636361,3.4031062636363814,1.1923045774193546
2019-09-01,25,0.8740704181818195,7.06003101818181,0.8222948472727273
2019-10-01,9,0.34719845454545606,1.7365049272727262,0.47219817302052797
2019-11-01,7,0.32286900000000074,0.7971460454545429,0.3492138272727272
2019-12-01,0,0.04252559090909003,0.06345535454545725,0.5105107353861194
2020-01-01,17,0.45481418181818256,4.328141554545461,0.5915117985826005
2020-02-01,13,0.7169176999999998,3.677026827272732,0.5922164355799373
2020-03-01,20,0.3743505272727248,1.9698924090909191,0.6455173780058655
2020-04-01,6,0.16139453181818197,0.3190749590909103,0.5069310636363635
2020-05-01,0,0.008332800000001583,0.008332800000001583,0.36908915322580677
2020-06-01,0,0.0,0.0,-0.08363851181818151
2020-07-01,0,0.0,0.0,0.2554015920821106
2020-08-01,0,0.33348886363636154,0.4372615999999958,0.8309530988269792
2020-09-01,20,1.0469775272727233,11.6367734090909,0.7853270384848482
2020-10-01,0,0.0,0.0,-0.6377802950146626
2020-11-01,0,0.0,0.0,0.07973555272727258
2020-12-01,0,0.0,0.0,-0.74232671085044
2021-01-01,5,0.04343050909091062,0.04787001818181835,0.08526916955034237
2021-02-01,0,0.0,0.0,0.06344317305194805
2021-03-01,24,0.5536719590909112,6.916716977272726,0.7992863432551321
2021-04-01,9,0.8973273999999982,3.6033122590909077,0.10517036636363629
2021-05-01,0,0.0,0.0,-1.0935986623167153
2021-06-01,11,0.8157102363636355,2.8630912545454485,0.8680489018181816
2021-07-01,0,0.01032385454545448,0.01032385454545448,0.3324023756598237
2021-08-01,0,0.09346000000000387,0.09346000000000387,0.2161056419354836
2021-09-01,16,0.3101091000000018,2.4128008818181854,0.40392911393939407
2021-10-01,6,0.16172789999999893,0.4551646636363671,0.23251036656891516
2021-11-01,0,0.0,0.0,-0.17780000606060622
2021-12-01,0,0.0,0.0,-0.34813760332355853
2022-01-01,9,0.37003902727272653,1.3458444590909053,0.343298717937439
2022-02-01,16,0.4617819954545457,3.7468742545454585,0.5899649051948052
2022-03-01,13,0.2921839727272726,2.5388426090909046,0.4690475529325515
2022-04-01,0,0.0,0.0,-0.22475156696969703
2022-05-01,18,1.2351597272727304,9.455142709090914,1.1263661118768333
2022-06-01,30,2.0442706636363646,37.2981482909091,2.5571133351515147
2022-07-01,31,2.0203890727272764,42.39074629090911,2.7420049885630497
2022-08-01,15,1.5763111999999992,14.576895109090913,1.4445675129032256
2022-09-01,26,1.1519483909090944,17.405686963636356,1.155692280606061
2022-10-01,15,0.9703770909090892,7.0373920454545456,0.626123882697947
2022-11-01,30,1.1355870181818197,23.42393495454546,1.665492227272727
2022-12-01,5,0.42596066363636353,0.8188033454545476,0.2711074289345062
2023-01-01,27,0.77571050909091,9.222486231818175,1.0309270566471163
2023-02-01,24,0.8479852909090919,14.293000390909096,1.1071219409090907
2023-03-01,13,0.4552779727272753,4.008536468181829,0.4992406013196485
2023-04-01,7,0.38021881818182024,1.1818611318181844,0.528075183030303
2023-05-01,6,0.2969274909090913,0.8805862090909073,0.27490814413489784
2023-06-01,27,0.9251151363636367,8.529588554545466,1.5530565351515153
2023-07-01,30,1.673176699999999,26.135178772727286,2.2013514079178877
2023-08-01,20,0.928662854545454,5.595718036363628,1.3849116741935479
2023-09-01,20,0.6839861181818172,8.053653836363626,0.8172658139393941
2023-10-01,31,1.3332740727272707,29.984538236363647,1.6032521730205282
2023-11-01,10,0.5544519181818188,2.897762127272724,0.7456243606060604
2023-12-01,0,0.0,0.0,0.04937050957966739
2024-01-01,5,0.3921669772727263,0.8497708500000005,0.3614617340664714
2024-02-01,18,0.5212715454545442,4.543775050000001,0.8117091942006268
2024-03-01,31,0.9222856590909103,19.586089559090915,1.270866087683285
2024-04-01,24,2.1228165545454534,19.360634340909094,1.3067936136363634
2024-05-01,5,0.23628403636363515,0.5103633636363583,0.3477756370967743
2024-06-01,0,0.0,0.0,0.007835354848484972
2024-07-01,14,1.4668401727272737,8.54563611818184,1.12802065659824
2024-08-01,31,2.797657772727277,49.63835750909092,2.9937442278592377
2024-09-01,19,1.779699418181817,20.0573193,1.0479608051515155
2024-10-01,3,0.27405491818181815,0.5910081545454489,0.03809438240469227
2024-11-01,26,0.9744738363636358,15.926671527272728,1.344398886060606
2024-12-01,23,0.6225324272727306,4.980017100000021,0.9195728214076244
2025-01-01,11,0.5512857272727256,3.7651559045454555,0.2977661695503424
2025-02-01,8,0.4768654272727293,1.210774045454551,0.4353468159090908
2025-03-01,29,0.7793327727272743,9.803403759090912,0.9487739722873905
2025-04-01,30,1.0746263409090897,14.542375504545458,1.247431833030303
2025-05-01,19,1.5242108909090923,9.641441554545459,1.0939400151026397
2025-06-01,24,1.731476154545451,21.51647780909092,1.9994947684848483
2025-07-01,13,2.4305040181818214,15.71893122727272,1.4712292788856298
2025-08-01,11,0.8172037545454565,4.337275581818194,0.9581333193548385
2025-09-01,24,0.9888451181818176,10.704388727272718,0.8789984472727274
2025-10-01,10,0.09063210909090813,0.33755484545454095,0.3816059149560119
2025-11-01,0,0.0920271272727291,0.10276610909091133,0.530811293939394
2025-12-01,8,0.24759000909091,1.6642004818181864,0.48354939667644165
