Datetime,reconstruction_error
2007-08-01,0.16049719067486118
2007-09-01,0.43157084904108955
2007-10-01,0.6906368833173797
2007-11-01,0.8314320815587967
2007-12-01,1.0218479486786562
2008-01-01,0.680600235197616
2008-02-01,0.16782553922480226
2008-03-01,0.6633874263473836
2008-04-01,0.42234150060176345
2008-05-01,0.6438217281577288
2008-06-01,1.5339329718577035
2008-07-01,2.070029285254583
2008-08-01,0.38150048586198676
2008-09-01,1.2771131670843145
2008-10-01,0.935857528887965
2008-11-01,0.7530171604744594
2008-12-01,0.9288118010383581
2009-01-01,0.3952769451321808
2009-02-01,0.44629488835681236
2009-03-01,0.397941194472795
2009-04-01,0.9413354854964369
2009-05-01,0.9710857683954218
2009-06-01,1.3775922468469588
2009-07-01,1.3817188550127137
2009-08-01,0.8967756744441963
2009-09-01,0.3674192212497774
2009-10-01,0.7420254241065337
2009-11-01,0.7314201616579326
2009-12-01,0.9715161428470847
2010-01-01,1.1705668349032678
2010-02-01,1.5188980093588862
2010-03-01,0.5885903364294444
2010-04-01,0.44321112803483675
2010-05-01,1.4414948903671017
2010-06-01,2.803961904646648
2010-07-01,0.9928708318447375
2010-08-01,0.7100573401919421
2010-09-01,1.2839348453789776
2010-10-01,1.5975458808446825
2010-11-01,0.7011514290180562
2010-12-01,0.9586593428746021
2011-01-01,1.3727009986596517
2011-02-01,1.9492605664278746
2011-03-01,0.5082158047701028
2011-04-01,0.6947232235693701
2011-05-01,0.8302332293384428
2011-06-01,1.3226884571454314
2011-07-01,0.537754330616161
2011-08-01,0.2685089764378178
2011-09-01,0.9357295489455395
2011-10-01,0.7163031515194626
2011-11-01,0.5271363500503369
2011-12-01,0.6655377349631899
2012-01-01,0.48156830636960357
2012-02-01,0.27719818971308496
2012-03-01,0.7754750208367929
2012-04-01,0.8641749132239643
2012-05-01,0.658812230768022
2012-06-01,0.7658964211515816
2012-07-01,0.6770274708912052
2012-08-01,0.8747980768845702
2012-09-01,1.4276625131198275
2012-10-01,1.205325895526936
2012-11-01,0.5947642932407953
2012-12-01,0.45049238453374063
2013-01-01,0.4118420023974402
2013-02-01,0.4601662573484066
2013-03-01,0.9708292017005615
2013-04-01,0.9386165064968777
2013-05-01,1.7619242270816955
2013-06-01,1.2460604111593128
2013-07-01,1.7039007074234795
2013-08-01,1.0753870469333775
2013-09-01,0.5211458458269287
2013-10-01,0.45890611473680665
2013-11-01,0.5422969077254898
2013-12-01,0.7289392056387451
2014-01-01,0.4402936165656326
2014-02-01,0.2200067535923561
2014-03-01,0.09693036269118206
2014-04-01,0.7864871824717706
2014-05-01,0.5837714736337202
2014-06-01,1.3172581779032473
2014-07-01,1.2654878153930529
2014-08-01,0.8515090208094032
2014-09-01,0.9446916410881552
2014-10-01,0.5285958628313647
2014-11-01,0.694264765288827
2014-12-01,0.6439239058872696
2015-01-01,1.1500665543354645
2015-02-01,1.1148130031938268
2015-03-01,1.9826840783555977
2015-04-01,2.008721958163227
2015-05-01,1.316299334808482
2015-06-01,1.7077169637706273
2015-07-01,1.8102778069601095
2015-08-01,0.3049733634193191
2015-09-01,0.5703204524701385
2015-10-01,0.9393921426826902
2015-11-01,0.9814593790517856
2015-12-01,0.9827185494486991
2016-01-01,1.229508505136262
2016-02-01,1.163560307495241
2016-03-01,1.1445790394994084
2016-04-01,1.1735429980208625
2016-05-01,1.0683940943492187
2016-06-01,0.7098424092915748
2016-07-01,1.297413412003722
2016-08-01,1.7150828068120265
2016-09-01,2.366625242616555
2016-10-01,2.122412460773049
2016-11-01,2.639634613437891
2016-12-01,2.7713589285812286
2017-01-01,2.8043031648916164
2017-02-01,3.132770224079592
2017-03-01,2.9847201806130323
2017-04-01,3.064971392044763
2017-05-01,2.9688097138900975
2017-06-01,2.9177066316922757
2017-07-01,2.884139546832103
2017-08-01,3.108101601096177
2017-09-01,0.7359590715046064
2017-10-01,0.8648094724071917
2017-11-01,0.7654085002743676
2017-12-01,0.3540461502645154
2018-01-01,0.7150392454418992
2018-02-01,1.1358017775177767
2018-03-01,1.316447057137184
2018-04-01,1.61381050010701
2018-05-01,1.9473006246727533
2018-06-01,3.0960414688654034
2018-07-01,2.3383219391023857
2018-08-01,1.4808302297847906
2018-09-01,1.050710648588433
2018-10-01,0.6091279118706813
2018-11-01,1.0692401101723241
2018-12-01,0.991132167754581
2019-01-01,1.1513432940521426
2019-02-01,1.942137848554329
2019-03-01,1.2263245315609226
2019-04-01,1.7543442176439132
2019-05-01,1.921696353491747
2019-06-01,2.173372138740119
2019-07-01,1.9577948671174386
2019-08-01,1.8865593614685716
2019-09-01,1.5064601540693487
2019-10-01,1.1545839123221455
2019-11-01,1.5729431111398997
2019-12-01,1.5897214770449222
2020-01-01,1.247225039550298
2020-02-01,1.2507559637962646
2020-03-01,1.1473165697024637
2020-04-01,1.6848635781487336
2020-05-01,1.5663324127284788
2020-06-01,1.668923546674351
2020-07-01,2.0080161560161747
2020-08-01,1.4578152378012805
2020-09-01,1.2279878667973794
2020-10-01,1.6123338619059808
2020-11-01,1.6921723741676178
2020-12-01,1.5621361922211183
2021-01-01,2.4263187480330877
2021-02-01,2.8196890485750625
2021-03-01,1.4585772757731383
2021-04-01,1.270863050190853
2021-05-01,1.2212656552161156
2021-06-01,1.0412878658373348
2021-08-01,0.5026830040370016
2021-09-01,0.45062487974574944
2021-10-01,0.774202651337064
2021-11-01,0.48308967289286525
2021-12-01,0.5489089455978172
2022-01-01,0.6148109917138778
2022-02-01,0.7110729871770767
2022-03-01,1.1484606327098723
2022-04-01,0.8205136162647505
2022-05-01,1.2486425019953538
2022-06-01,1.0415097632100156
2022-07-01,1.2803425745774681
2022-08-01,1.072412819594125
2022-09-01,0.6280764932779033
2022-10-01,0.7188082242719315
2022-11-01,0.7102845702780957
2022-12-01,0.9685312767973804
2023-01-01,1.166527288565599
2023-02-01,1.0303279421732787
2023-03-01,1.276676047246787
2023-04-01,0.9754658271056273
2023-05-01,1.0192683761375287
2023-06-01,1.707599237936236
2023-07-01,1.5439802015422952
2023-08-01,1.1438188640364289
2023-09-01,0.8646990812697741
2023-10-01,0.5906319546332407
2023-11-01,0.8268574718822155
2023-12-01,0.7758080196141838
2024-01-01,0.6161986509316196
2024-02-01,0.8123204806053408
2024-03-01,1.115944841472231
2024-04-01,0.928396202295155
2024-05-01,1.303480574136212
2024-06-01,0.8050205972136716
2024-07-01,0.9871465787377618
2024-08-01,0.9604778579963851
2024-09-01,0.24137151442669405
2024-10-01,0.7702286265863152
2024-11-01,0.7754079069632196
2024-12-01,0.4803136147127971
2025-01-01,0.06362796903406577
2025-02-01,1.2116177144142186
2025-03-01,0.29443033479517194
2025-04-01,0.5778045118149296
2025-05-01,1.003055094132305
2025-06-01,1.045142066277912
2025-07-01,0.749076280729755
2025-08-01,0.901102700138924
2025-09-01,1.1978617012028687
2025-10-01,1.3088765739388537
2025-11-01,0.9860631107716236
2025-12-01,1.2815776255900195
