Datetime,CO2,Temperature,mhw_lagged
2031-03-01,40.24769861513342,16.594879638371943,3.4425780034983404
2031-04-01,42.33022668614465,18.05379476645654,2.607978753351632
2031-05-01,47.61284275715588,21.285553894541128,2.304660834366757
2031-06-01,54.4243818281671,25.382931022625716,2.6188749247780923
2031-07-01,60.20787089917832,28.444702150710306,3.4714044996019098
2031-08-01,59.70312997018954,28.641439278794902,4.638148164837105
2031-09-01,55.60470904120077,26.95929740687949,5.8096962460895085
2031-10-01,48.78006411221199,23.224884534964083,6.674064390181279
2031-11-01,45.26483318322321,20.848059663048673,7.000461991411001
2031-12-01,41.780344254234436,18.51615279113326,6.701603546892941
2032-01-01,40.37766102951501,16.837489993248035,5.857740406262123
2032-02-01,39.949340100526236,16.34241512133262,4.695801157044257
2032-03-01,40.52868117153745,16.69424424941721,3.52905749180907
2032-04-01,42.611209242548675,18.1531593775018,2.6733557819103573
2032-05-01,47.89382531355991,21.3849185055864,2.36231382657391
2032-06-01,54.705364384571126,25.482295633670986,2.684251953336817
2032-07-01,60.488853455582344,28.544066761755573,3.557883987912639
2032-08-01,59.98411252659357,28.740803889840166,4.753454149251382
2032-09-01,55.8856915976048,27.058662017924757,5.953828726607391
2032-10-01,49.061046668616015,23.32424914600935,6.839299330451165
2032-11-01,45.54581573962724,20.94742427409394,7.17342096803246
2032-12-01,42.06132681063846,18.61551740217853,6.866838487162787
2033-01-01,40.65864358591904,16.9368546042933,6.0018728867800055
2033-02-01,40.23032265693026,16.44177973237788,4.8111071414585345
2033-03-01,40.80966372794148,16.793608860462484,3.615536980119799
2033-04-01,42.8921917989527,18.25252398854707,2.7387328104690662
2033-05-01,48.174807869963935,21.48428311663166,2.419966818781063
2033-06-01,54.98634694097515,25.58166024471625,2.749628981895526
2033-07-01,60.76983601198637,28.643431372800844,3.6443634762233685
2033-08-01,60.2650950829976,28.840168500885433,4.868760133665688
2033-09-01,56.166674154008824,27.158026628970024,6.097961207125273
2033-10-01,49.34202922502004,23.423613757054618,7.0045342707210105
2033-11-01,45.826798296031264,21.046788885139208,7.346379944653918
2033-12-01,42.34230936704249,18.714882013223797,7.032073427432673
2034-01-01,40.939626142323064,17.03621921533857,6.146005367297888
2034-02-01,40.51130521333429,16.541144343423156,4.92641312587284
2034-03-01,41.0906462843455,16.892973471507744,3.7020164684305286
2034-04-01,43.17317435535673,18.351888599592343,2.804109839027791
2034-05-01,48.45579042636796,21.58364772767693,2.477619810988216
2034-06-01,55.26732949737918,25.681024855761518,2.8150060104542516
2034-07-01,61.0508185683904,28.742795983846108,3.730842964534098
2034-08-01,60.546077639401624,28.9395331119307,4.984066118079994
2034-09-01,56.44765671041285,27.25739124001529,6.242093687643155
2034-10-01,49.62301178142407,23.522978368099885,7.169769210990897
2034-11-01,46.10778085243529,21.146153496184475,7.519338921275377
2034-12-01,42.623291923446516,18.81424662426906,7.1973083677025596
2035-01-01,41.22060869872709,17.13558382638383,6.29013784781577
2035-02-01,40.792287769738316,16.640508954468423,5.041719110287146
2035-03-01,41.371628840749544,16.99233808255301,3.788495956741258
2035-04-01,43.454156911760755,18.451253210637603,2.8694868675865166
2035-05-01,48.736772982771996,21.683012338722193,2.535272803195369
2035-06-01,55.54831205378321,25.78038946680679,2.8803830390129765
2035-07-01,61.33180112479444,28.842160594891375,3.8173224528448273
2035-08-01,60.82706019580565,29.038897722975967,5.0993721024943
