,O2,CO2,Temperature,Salinity,pH,EC50,mhw_peak_intensity,mhw_days
O2,0.0,1.2677095757085582e-30,1.72808337461928e-30,2.0621637841354243e-09,3.917227814497256e-36,0.6748924136288594,0.38143876779556835,0.3020247579651561
CO2,1.2677095757085582e-30,0.0,6.527920108523192e-64,3.3153320585218026e-05,4.306795029966079e-96,6.28473966012395e-05,0.02071589554532225,0.0316452828731788
Temperature,1.72808337461928e-30,6.527920108523192e-64,0.0,0.01964481231285273,1.1449096594892141e-61,0.0001368357246475732,0.03935878768780212,0.03962121610021059
Salinity,2.0621637841354243e-09,3.3153320585218026e-05,0.01964481231285273,0.0,0.0003171960250376342,0.026850238761218528,0.6378865153327278,0.492809654622403
pH,3.917227814497256e-36,4.306795029966079e-96,1.1449096594892141e-61,0.0003171960250376342,0.0,1.3609933935154027e-05,0.009138103658384866,0.015968253371236574
EC50,0.6748924136288594,6.28473966012395e-05,0.0001368357246475732,0.026850238761218528,1.3609933935154027e-05,0.0,0.39108796246680244,0.2125185039073763
mhw_peak_intensity,0.38143876779556835,0.02071589554532225,0.03935878768780212,0.6378865153327278,0.009138103658384866,0.39108796246680244,0.0,1.2366915858713654e-71
mhw_days,0.3020247579651561,0.0316452828731788,0.03962121610021059,0.492809654622403,0.015968253371236574,0.2125185039073763,1.2366915858713654e-71,0.0
