Datetime,EC50_forecast,EC50_det,CI_lower,CI_upper,scenario
2026-01-01,22.559602982505673,22.506211734693874,18.880057780644105,26.132365688743644,bad
2026-02-01,19.355485005093506,22.393268708299477,18.749074187314136,26.037463229284818,bad
2026-03-01,22.056047616666845,22.265972866915828,18.603737778994915,25.92820795483674,bad
2026-04-01,23.162707814221857,22.125138363613,18.444862708756517,25.805414018469484,bad
2026-05-01,21.48781899577888,21.971574995231965,18.27325877343991,25.66989121702402,bad
2026-06-01,18.740430636000227,21.80608495239004,18.089728163662414,25.522441741117667,bad
2026-07-01,21.789633643620654,21.629459900185257,17.895062544522062,25.36385725584845,bad
2026-08-01,21.86847153338389,21.442478377335686,17.690040454736916,25.194916299934455,bad
2026-09-01,20.72742035872671,21.245903500014062,17.475425010479725,25.0163819895484,bad
2026-10-01,20.965641648259034,21.040480955505785,17.251961899035877,24.829000011975694,bad
2026-11-01,20.07418925843856,20.826937269994836,17.020377646589356,24.633496893400316,bad
2026-12-01,20.86178044780797,20.60597833423302,16.781378143891967,24.43057852457407,bad
2027-01-01,21.095782858700773,20.378288170540362,16.53564741326374,24.220928927816985,bad
2027-02-01,19.751097336272892,20.144527924487598,16.283846600275403,24.005209248699792,bad
2027-03-01,17.83906608475152,19.905335064696015,16.02661317354825,23.78405695584378,bad
2027-04-01,19.857931732525568,19.66132277442864,15.764560316345305,23.558085232511978,bad
2027-05-01,19.381025341261577,19.413079519014605,15.498276493995698,23.32788254403351,bad
2027-06-01,17.39543247070305,19.161168773622883,15.228325181668405,23.09401236557736,bad
2027-07-01,17.080284657039932,18.906128896461652,14.955244737571604,22.8570130553517,bad
2027-08-01,17.98691792344943,18.648473133106805,14.679548407281185,22.617397858932424,bad
2027-09-01,19.35176345977788,18.388689738341014,14.401724445579823,22.375655031102205,bad
2027-10-01,17.15948357843194,18.127242202598666,14.122236342901903,22.132248062295428,bad
2027-11-01,16.42477158037502,17.864569570849085,13.841523144216751,21.88761599748142,bad
2027-12-01,17.795836366375504,17.601086842499626,13.55999984893172,21.64217383606753,bad
2028-01-01,12.78050988684318,17.33718544165214,13.278057881148664,21.396313002155615,bad
2028-02-01,17.07875860214221,17.07323374779243,12.996065620353384,21.150401875231474,bad
2028-03-01,17.030347354453056,16.809577677726423,12.714368983351807,20.90478637210104,bad
2028-04-01,16.869299579693195,16.546541310292863,12.433292048982675,20.65979057160305,bad
2028-05-01,15.957943194674078,16.28442754607595,12.153137717830191,20.41571737432171,bad
2028-06-01,16.036445622117366,16.02351879500921,11.87418839982788,20.17284919019054,bad
2028-07-01,16.48157237356118,15.764077685400766,11.596706723283866,19.931448647517666,bad
2028-08-01,14.206776011359496,15.506347788518505,11.320936259466034,19.691759317570977,bad
2028-09-01,12.18490003706008,15.250554353449893,11.04710225746185,19.454006449437934,bad
2028-10-01,14.621656508554961,14.996905047494417,10.775412384570803,19.21839771041803,bad
2028-11-01,4.202613388304471,14.745590697856837,10.506057467997653,18.98512392771602,bad
2028-12-01,13.806337625344035,14.496786030886318,10.239212234091562,18.75435982768107,bad
2029-01-01,15.902037462475246,14.250650405550724,9.975036041820397,18.52626476928105,bad
2029-02-01,14.1781186773329,14.007328538247485,9.713673607581587,18.300983468913383,bad
