variable,mean_all,mean_pre,mean_post,change_pct
O2,237.18397798451056,237.8188151282051,236.3917012291797,-0.6000845215951797
CO2,41.02641031571553,40.17854060897436,42.08455170972852,4.743853489612396
Temperature,18.70191389693182,18.484764528846153,18.97291630830274,2.640833096330807
Salinity,37.977368601602464,37.90990308333333,38.061565568402344,0.4000603344609642
pH,8.085842314051725,8.092889528205129,8.077047390788282,-0.1957537831405497
EC50,38.14701226993865,46.7904456928839,27.751531531531537,-40.68974740338472
mhw_peak_intensity,0.46640004399870594,0.26982363213869476,0.711727406,163.77504459437333
mhw_days,10.099644128113878,5.782051282051282,15.488,167.86341463414635
