Datetime,CO2,Temperature,mhw_lagged
2026-01-01,32.32151771744785,13.00480782108393,1.2482363807887162
2026-02-01,31.877586646436633,12.504212692999333,1.0009913126396126
2026-03-01,32.44131757542541,12.850521564914745,0.7525451404861787
2026-04-01,34.50823550441418,14.303916436830155,0.5702734026395057
2026-05-01,39.77524143340296,17.530155308745563,0.5040989683327517
2026-06-01,46.57117036239174,21.622012180660974,0.5729974454961206
2026-07-01,52.33904929138052,24.678263052576384,0.759751764512071
2026-08-01,51.81869822036929,24.86947992449179,1.015404560691394
2026-09-01,47.704667149358066,23.181817796407202,1.2722584608750331
2026-10-01,40.864412078346845,19.441884668322615,1.4619724222079615
2026-11-01,37.33357100733563,17.05953954023802,1.5339167770759374
2026-12-01,33.8334719363244,14.722112412153425,1.468857211385877
2027-01-01,32.41517856958252,13.03792935809902,1.2842695009181868
2027-02-01,31.97124749857131,12.537334230014425,1.029817808743182
2027-03-01,32.534978427560084,12.883643101929833,0.774165012563861
2027-04-01,34.601896356548856,14.337037973845243,0.5866176597791829
2027-05-01,39.86890228553764,17.563276845760655,0.5185122163845399
2027-06-01,46.664831214526416,21.655133717676062,0.5893417026357979
2027-07-01,52.432710143515195,24.71138458959147,0.7813716365897534
2027-08-01,51.91235907250397,24.902601461506883,1.0442310567949704
2027-09-01,47.79832800149274,23.21493933342229,1.3082915810045037
2027-10-01,40.95807293048152,19.475006205337703,1.503281157275433
2027-11-01,37.427231859470304,17.092661077253112,1.5771565212313021
2027-12-01,33.927132788459076,14.755233949168517,1.5101659464533486
2028-01-01,32.5088394217172,13.071050895114105,1.3203026210476574
2028-02-01,32.064908350705984,12.570455767029513,1.0586443048467584
2028-03-01,32.62863927969476,12.916764638944924,0.7957848846415434
2028-04-01,34.69555720868353,14.370159510860331,0.6029619169188641
2028-05-01,39.96256313767231,17.596398382775742,0.5329254644363282
2028-06-01,46.75849206666109,21.688255254691153,0.6056859597754791
2028-07-01,52.52637099564987,24.74450612660656,0.8029915086674357
2028-08-01,52.00601992463864,24.93572299852197,1.0730575528985469
2028-09-01,47.89198885362742,23.24806087043738,1.3443247011339743
2028-10-01,41.051733782616196,19.50812774235279,1.5445898923429047
2028-11-01,37.52089271160498,17.125782614268196,1.6203962653866668
2028-12-01,34.02079364059375,14.788355486183608,1.5514746815208202
2029-01-01,32.602500273851874,13.104172432129197,1.356335741177128
2029-02-01,32.15856920284066,12.6035773040446,1.0874708009503349
2029-03-01,32.722300131829435,12.949886175960012,0.8174047567192257
2029-04-01,34.78921806081821,14.403281047875423,0.6193061740585455
2029-05-01,40.05622398980699,17.62951991979083,0.5473387124881164
2029-06-01,46.85215291879577,21.72137679170624,0.6220302169151605
2029-07-01,52.620031847784546,24.77762766362165,0.8246113807451181
2029-08-01,52.09968077677332,24.96884453553706,1.1018840490021233
2029-09-01,47.98564970576209,23.28118240745247,1.380357821263436
2029-10-01,41.14539463475087,19.541249279367882,1.5858986274103763
2029-11-01,37.614553563739655,17.158904151283288,1.6636360095420208
2029-12-01,34.11445449272843,14.821477023198693,1.592783416588292
2030-01-01,32.69616112598655,13.137293969144284,1.3923688613065897
2030-02-01,32.252230054975335,12.636698841059692,1.1162972970539113
2030-03-01,32.81596098396411,12.9830077129751,0.8390246287969028
2030-04-01,34.88287891295288,14.43640258489051,0.6356504311982267
2030-05-01,40.14988484194166,17.662641456805922,0.5617519605399011
2030-06-01,46.94581377093044,21.75449832872133,0.6383744740548417
2030-07-01,52.71369269991922,24.81074920063674,0.8462312528227951
2030-08-01,52.193341628907994,25.00196607255215,1.1307105451056998
2030-09-01,48.07931055789677,23.314303944467557,1.4163909413929066
2030-10-01,41.23905548688555,19.574370816382967,1.627207362477848
2030-11-01,37.70821441587433,17.19202568829838,1.7068757536973855
2030-12-01,34.2081153448631,14.854598560213784,1.6340921516557636
2031-01-01,32.789821978121225,13.170415506159372,1.4284019814360602
2031-02-01,32.34589090711001,12.66982037807478,1.1451237931574878
2031-03-01,32.909621836098786,13.016129249990191,0.8606445008745851
2031-04-01,34.97653976508756,14.469524121905598,0.651994688337908
2031-05-01,40.24354569407634,17.69576299382101,0.5761652085916893
2031-06-01,47.03947462306512,21.78761986573642,0.6547187311945231
2031-07-01,52.8073535520539,24.843870737651827,0.8678511249004774
2031-08-01,52.28700248104267,25.03508760956724,1.1595370412092763
2031-09-01,48.172971410031444,23.34742548148265,1.4524240615223771
2031-10-01,41.33271633902022,19.607492353398058,1.6685160975453197
2031-11-01,37.801875268009006,17.225147225313464,1.7501154978527502
2031-12-01,34.30177619699778,14.887720097228872,1.6754008867232353
2032-01-01,32.8834828302559,13.203537043174464,1.4644351015655308
