,O2,CO2,Temperature,Salinity,pH,EC50,mhw_peak_intensity,mhw_days
O2,1.0,-0.7410964869081992,-0.7908738407626472,-0.3071713312632512,0.7766483331346192,0.5414520986796747,-0.33055404626408014,-0.29693150575873334
CO2,-0.7410964869081992,1.0,0.9150512941469205,0.5418180781412805,-0.9808456924839429,-0.8092910055104273,0.47006017795006233,0.4615094692219565
Temperature,-0.7908738407626472,0.9150512941469205,1.0,0.3927887531297464,-0.9208390571622596,-0.6973676434758718,0.41184242605889254,0.3904061728624856
Salinity,-0.3071713312632512,0.5418180781412805,0.3927887531297464,1.0,-0.5243801417263241,-0.4144489313503397,0.3929778253490871,0.39776836777851393
pH,0.7766483331346192,-0.9808456924839429,-0.9208390571622596,-0.5243801417263241,1.0,0.8115516803433778,-0.4796151014365033,-0.46731610579703753
EC50,0.5414520986796747,-0.8092910055104273,-0.6973676434758718,-0.4144489313503397,0.8115516803433778,1.0,-0.3424371957874908,-0.3395728263700985
mhw_peak_intensity,-0.33055404626408014,0.47006017795006233,0.41184242605889254,0.3929778253490871,-0.4796151014365033,-0.3424371957874908,1.0,0.905986648871261
mhw_days,-0.29693150575873334,0.4615094692219565,0.3904061728624856,0.39776836777851393,-0.46731610579703753,-0.3395728263700985,0.905986648871261,1.0
