Datetime,EC50_forecast,CI_lower,CI_upper,scenario,pH_proj,Temp_proj,mhw_proj
2026-10-01,14.96478620893055,7.404570696669123,22.525001721191977,bad,8.104312073884822,17.38528488749875,5.348580274791671
2026-11-01,17.97449127254286,10.395422355013949,25.55356019007177,bad,8.134065768550824,15.008744376302351,4.288202901787883
2026-12-01,19.020285230554663,11.422362907758266,26.61820755335106,bad,8.167325463216827,12.677121865105956,3.223156187806822
2027-01-01,20.442948067446473,12.826172339382591,28.059723795510354,bad,8.18076065788283,11.226159853909563,2.4419464051212483
2027-02-01,21.907282437446298,14.271653304114931,29.542911570777665,bad,8.188161367990729,10.661780518799592,2.1581094738257605
2027-03-01,22.00961266426244,14.35513012566359,29.66409520286129,bad,8.183021283665036,11.070317790195979,2.45253623321984
2027-04-01,23.184607419344598,15.51127147547826,30.857943363210936,bad,8.178546864012192,12.604439663948309,3.2511722336704594
2027-05-01,21.30556436858735,13.61337501945353,28.997753717721174,bad,8.120809733788057,15.072335532146443,4.344234993515158
2027-06-01,20.241009810414134,12.52996705601283,27.95205256481544,bad,8.068381708483358,19.434680634353377,5.44196709433713
2027-07-01,19.134884701621893,11.404988541953102,26.864780861290683,bad,8.009102963726754,23.503435190906,6.252108825431476
2027-08-01,18.713866849289783,10.965117284353507,26.46261641422606,bad,8.009031658392761,23.506479679709603,6.5583765590681935
2027-09-01,18.380191474417007,10.612588504213246,26.147794444620768,bad,8.008960353058765,23.509524168513217,6.278873725151068
2027-10-01,19.645176610388695,11.85872023491745,27.43163298585994,bad,8.101745081860956,17.49488648442854,5.488660504109858
2027-11-01,20.9092564410727,13.103946660333971,28.714566221811427,bad,8.131498776526959,15.118345973232142,4.400267085242432
2027-12-01,21.63540472125748,13.811241535251265,29.459567907263697,bad,8.164758471192961,12.786723462035756,3.307204325397734
2028-01-01,22.318786286150623,14.475769694876924,30.16180287742432,bad,8.178193665858966,11.335761450839355,2.505485373712798
2028-02-01,22.810449332535555,14.94857933599437,30.67231932907674,bad,8.185594375966865,10.771382115729384,2.214141565553035
2028-03-01,22.646005179352034,14.765281777543365,30.526728581160704,bad,8.180454291641169,11.179919387125771,2.51607520181139
2028-04-01,22.5919373323208,14.692360525244645,30.491514139396955,bad,8.175979871988325,12.714041260878101,3.3352203712613715
2028-05-01,21.38563740007738,13.467207187733738,29.30406761242102,bad,8.11824274176419,15.181937129076235,4.456299176969708
2028-06-01,20.379326532304567,12.442042914693443,28.31661014991569,bad,8.065814716459492,19.54428223128317,5.582047323655317
2028-07-01,19.46200043239887,11.505863409520263,27.418137455277478,bad,8.006535971702888,23.613036787835792,6.412698223749025
2028-08-01,19.194780657114944,11.219790228968849,27.16977108526104,bad,8.006464666368892,23.616081276639395,6.726472834250018
2028-09-01,19.16848168698739,11.174637853573813,27.16232552040097,bad,8.006393361034895,23.61912576544301,6.4394631234686175
2028-10-01,20.200285666443037,12.187588427761973,28.2129829051241,bad,8.099178089837087,17.604488081358333,5.6287407334280095
2028-11-01,21.082671507254904,13.051120863306357,29.11422215120345,bad,8.128931784503093,15.227947570161941,4.512331268696982
2028-12-01,21.816690392416195,13.766286343200163,29.867094441632226,bad,8.162191479169095,12.896325058965548,3.3912524629886462
2029-01-01,22.359542432208602,14.290284977725085,30.42879988669212,bad,8.1756266738351,11.445363047769147,2.5690243423043313
2029-02-01,22.620557677306007,14.532446817555003,30.708668537057008,bad,8.183027383942997,10.880983712659184,2.27017365728031
2029-03-01,22.414890003145953,14.307925738127466,30.52185426816444,bad,8.177887299617302,11.289520984055564,2.5796141704029396
2029-04-01,22.022460620741295,13.896642950455323,30.148278291027268,bad,8.173412879964461,12.823642857807894,3.4192685088522623
2029-05-01,21.026897181852622,12.882226106299164,29.17156825740608,bad,8.115675749740326,15.291538726006035,4.568363360424257
2029-06-01,20.0451297592125,11.881605278391557,28.208654240033443,bad,8.063247724435627,19.65388382821296,5.722127552973504
2029-07-01,19.189158053741718,11.006780167653291,27.371535939830146,bad,8.003968979679023,23.722638384765585,6.573287622066534
2029-08-01,18.974384326657145,10.773153035301233,27.175615618013055,bad,8.003897674345026,23.725682873569195,6.894569109431842
2029-09-01,19.04853759147741,10.828452894854012,27.268622288100808,bad,8.003826369011032,23.7287273623728,6.600052521786167
2029-10-01,20.02462754003461,11.785689438143729,28.263565641925496,bad,8.096611097813224,17.714089678288126,5.768820962746196
2029-11-01,20.80889768986715,12.551106182708782,29.066689197025514,bad,8.126364792479226,15.337549167091733,4.624395452151531
2029-12-01,21.558279752441166,13.281634840015315,29.834924664867017,bad,8.159624487145228,13.00592665589534,3.4753006005795584
2030-01-01,22.069452543847767,13.77395422615443,30.364950861541104,bad,8.173059681811232,11.55496464469894,2.632563310895881
2030-02-01,22.267144589471147,13.952792866510325,30.58149631243197,bad,8.18046039191913,10.990585309588976,2.3262057490075847
2030-03-01,22.048125854990566,13.71492072676226,30.381330983218874,bad,8.175320307593436,11.399122580985356,2.643153138994489
2030-04-01,21.55009919409891,13.198040660603118,29.902157727594698,bad,8.170845887940592,12.933244454737686,3.5033166464431744
2030-05-01,20.607466230294857,12.236554291531583,28.978378169058132,bad,8.113108757716457,15.401140322935827,4.680427543878807
2030-06-01,19.62369990690467,11.233934562873909,28.01346525093543,bad,8.060680732411758,19.763485425142754,5.862207782291691
2030-07-01,18.779034097656034,10.370415348357788,27.18765284695428,bad,8.001401987655154,23.832239981695377,6.733877020384083
2030-08-01,18.577393069942076,10.149920915376347,27.004865224507803,bad,8.00133068232116,23.835284470498987,7.062665384613666
2030-09-01,18.683968937680504,10.237643377847288,27.13029449751372,bad,8.001259376987164,23.838328959302594,6.760641920103676
2030-10-01,19.65106710840414,11.185888143303439,28.11624607350484,bad,8.094044105789356,17.823691275217918,5.908901192064383
2030-11-01,20.41646357184455,11.932431201476364,28.900495942212736,bad,8.123797800455359,15.447150764021526,4.736459635606081
2030-12-01,21.18029441368163,12.67740863804596,29.683180189317298,bad,8.15705749512136,13.115528252825133,3.559348738170449
2031-01-01,21.689428446835976,13.167689265932822,30.21116762773913,bad,8.170492689787368,11.664566241628732,2.6961022794874308
2031-02-01,21.871201514992897,13.330608928822258,30.411794101163537,bad,8.177893399895266,11.100186906518768,2.3822378407348594
2031-03-01,21.645676082300753,13.086230090862628,30.205122073738877,bad,8.17275331556957,11.508724177915148,2.7066921075860226
2031-04-01,21.10945640946109,12.53115701275548,29.6877558061667,bad,8.168278895916727,13.042846051667482,3.5873647840340865
2031-05-01,20.172592204056137,11.575439402083042,28.769745006029233,bad,8.110541765692592,15.51074191986562,4.792491727333356
2031-06-01,19.178440405341608,10.562434198101029,27.794446612582185,bad,8.058113740387894,19.873087022072546,6.002288011609842
2031-07-01,18.32992613314073,9.695066520632666,26.964785745648797,bad,7.99883499563129,23.941841578625173,6.894466418701632
2031-08-01,18.1295268133861,9.475813795610552,26.783239831161648,bad,7.998763690297293,23.94488606742878,7.2307616597954905
2031-09-01,18.248274059374623,9.57570763633159,26.920840482417656,bad,7.998692384963297,23.947930556232386,6.921231318421225
2031-10-01,19.219923997393312,10.528504169082794,27.91134382570383,bad,8.091477113765489,17.933292872147714,6.04898142138257
2031-11-01,19.989596607976743,11.27932337439874,28.699869841554747,bad,8.121230808431493,15.556752360951318,4.84852381906063
2031-12-01,20.767498001427022,12.038371362581534,29.496624640272508,bad,8.154490503097495,13.225129849754925,3.6433968757613613
2032-01-01,21.283223810278823,12.53524376616585,30.031203854391798,bad,8.167925697763499,11.774167838558528,2.7596412480789803
2032-02-01,21.46295053537197,12.696117085991512,30.22978398475243,bad,8.175326407871397,11.20978850344856,2.438269932462134
2032-03-01,21.232883051437398,12.447196196789454,30.01856990608534,bad,8.170186323545702,11.61832577484494,2.7702310761775726
2032-04-01,20.678249128314416,11.873708868398989,29.482789388229843,bad,8.165711903892861,13.152447648597274,3.6714129216249987
