,O2,CO2,Temperature,Salinity,pH,EC50,mhw_peak_intensity,mhw_days
O2,0.0,1.198560532371303e-33,9.36493269626556e-19,0.01013019118618379,2.5055603140427157e-39,1.602233058773221e-15,0.00029332204051124914,0.000967911624776128
CO2,1.198560532371303e-33,0.0,1.2452020440040105e-32,0.010903457229118776,8.264115447047095e-101,3.1141258251569265e-25,0.00020548816366808173,0.000892279625290274
Temperature,9.36493269626556e-19,1.2452020440040105e-32,0.0,0.5946031295593104,4.893029019007092e-34,6.934808811108258e-13,0.016044205341303602,0.012553111032652838
Salinity,0.01013019118618379,0.010903457229118776,0.5946031295593104,0.0,0.0048529653935870005,5.161756768693307e-09,0.43772503966256393,0.9454716464125132
pH,2.5055603140427157e-39,8.264115447047095e-101,4.893029019007092e-34,0.0048529653935870005,0.0,8.005118566538905e-26,0.0004944382361969159,0.001920343081136365
EC50,1.602233058773221e-15,3.1141258251569265e-25,6.934808811108258e-13,5.161756768693307e-09,8.005118566538905e-26,0.0,0.014352621157568241,0.006540327139740276
mhw_peak_intensity,0.00029332204051124914,0.00020548816366808173,0.016044205341303602,0.43772503966256393,0.0004944382361969159,0.014352621157568241,0.0,1.4632808203399088e-31
mhw_days,0.000967911624776128,0.000892279625290274,0.012553111032652838,0.9454716464125132,0.001920343081136365,0.006540327139740276,1.4632808203399088e-31,0.0
