Datetime,trend
2016-01-01,40.12201873547977
2016-02-01,40.172148326388864
2016-03-01,40.22227791729796
2016-04-01,40.272407508207046
2016-05-01,40.32253709911614
2016-06-01,40.372666690025234
2016-07-01,40.42279628093433
2016-08-01,40.472925871843415
2016-09-01,40.52305546275251
2016-10-01,40.573185053661604
2016-11-01,40.6233146445707
2016-12-01,40.673444235479785
2017-01-01,40.746751625
2017-02-01,40.75530391666667
2017-03-01,40.782677375000006
2017-04-01,40.82144783333333
2017-05-01,40.83327775
2017-06-01,40.912519083333336
2017-07-01,41.06748516666667
2017-08-01,41.26922483333333
2017-09-01,41.34817575
2017-10-01,41.24164641666667
2017-11-01,41.15119245833333
2017-12-01,41.06173670833333
2018-01-01,41.020305750000006
2018-02-01,40.994032625
2018-03-01,40.93160508333334
2018-04-01,40.8846275
2018-05-01,40.95128370833333
2018-06-01,40.860361833333336
2018-07-01,40.59543395833333
2018-08-01,40.53640945833333
2018-09-01,40.64780558333333
2018-10-01,40.793463624999994
2018-11-01,40.940641041666666
2018-12-01,41.078751833333335
2019-01-01,41.146242083333334
2019-02-01,41.161520749999994
2019-03-01,41.17426691666666
2019-04-01,41.16177333333332
2019-05-01,41.10989970833332
2019-06-01,41.33434166666666
2019-07-01,41.77298220833333
2019-08-01,41.91931275000001
2019-09-01,41.88360612500001
2019-10-01,41.918699625
2019-11-01,41.951847625
2019-12-01,41.97889987499999
2020-01-01,42.06325870833333
2020-02-01,42.2152665
2020-03-01,42.38237675
2020-04-01,42.51747158333334
2020-05-01,42.764708750000004
2020-06-01,43.086873000000004
2020-07-01,43.206329124999996
2020-08-01,43.287712291666665
2020-09-01,43.47312020833333
2020-10-01,43.49997858333333
2020-11-01,43.42780233333334
2020-12-01,43.38034875
2021-01-01,43.32215616666666
2021-02-01,43.27545120833333
2021-03-01,43.250596083333335
2021-04-01,43.24942108333333
2021-05-01,43.13974858333332
2021-06-01,43.07010291666666
2021-07-01,43.14010808333333
2021-08-01,43.14172074999999
2021-09-01,43.07618295833333
2021-10-01,43.06246791666667
2021-11-01,43.08362354166666
2021-12-01,43.11526633333333
2022-01-01,43.16930645833333
2022-02-01,43.18627837499999
2022-03-01,43.148822875
2022-04-01,43.080171750000005
2022-05-01,43.1761045
2022-06-01,43.44143416666667
2022-07-01,43.729788291666665
2022-08-01,43.9003795
2022-09-01,43.962886375
